,nicd_no,original_no,ecological_zone,locality,village,longitude,latitude,date,temp_indoor,sat_temp,sat_temp_min,sat_temp_max,satelite_outdoor_rh,temp,rh,li,ws,resting_site,material_type,resting_surface,material_colour,movability,morphological_id,molecular_id,sp_elisa,species,blood_source,point_x,point_y,days_count,date_label,mosquito_ID,SDT_24.11,SDT_24.23,SDT_24.90,SDT_24.94,SDT_25.26,SDT_25.43,SDT_25.60,SDT_25.68,SDT_25.71,SDT_26.38,SDT_27.19,SDT_27.27,SDT_27.36,SDT_27.64,SDT_27.90,avg_sim_sat,observed_date_level_SDT,model_predicted_Mean_Temp,mean_simulated_MRST
117,GH252,GH252,Coastal Savanna,Gomoa East,Adawukwa,N05-24.989,W000-36.729,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.3,77.8,7,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612436019,5.415305585,6,28-Oct-11,117,27.49,28.92,27.34,27.49,29.68,28.63,24.91,27.57,29.35,26.33,32.89,28.54,32.73,30.6,27.81,28.69,25.71,29.04048485,29.22614307
118,GH253,GH253,Coastal Savanna,Gomoa East,Adawukwa,N05-24.990,W000-36.730,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.1,78.9,11,0,Electric Cable,PVC,R_3,Red,No,gambiae,gambiae,negative,coluzzii,Human,-0.612446019,5.415315585,6,28-Oct-11,118,25.68,33.27,28.48,28.33,26.02,31.23,28.88,26.79,30.54,32.87,31.65,33.67,32.65,33.47,27.11,30.04,25.71,29.04048485,29.15475483
119,GH254,GH254,Coastal Savanna,Gomoa East,Adawukwa,N05-24.991,W000-36.731,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.9,75.2,0,0,Electric Cable,PVC,R_3,Red,No,gambiae,gambiae,negative,coluzzii,Human,-0.612456019,5.415325585,6,28-Oct-11,119,25.17,26.02,33.72,29.58,28.23,26.56,26.74,26.89,26.31,32.74,32.18,31.15,30.06,30.12,27.35,28.85,25.71,29.04048485,28.80304724
120,GH255,GH255,Coastal Savanna,Gomoa East,Adawukwa,N05-24.992,W000-36.732,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.7,76.2,66,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612466019,5.415335585,6,28-Oct-11,120,24.75,29.42,25.4,25.33,30.79,31.5,29.03,28.11,32.06,28.16,32.26,34.6,31.05,28.5,31.61,29.5,25.71,29.04048485,29.10598561
121,GH256,GH256,Coastal Savanna,Gomoa East,Adawukwa,N05-24.993,W000-36.733,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.5,76.5,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,positive,coluzzii,Human,-0.612476019,5.415345585,6,28-Oct-11,121,27.52,25.47,27.38,30.13,30.64,27.72,30.04,27.83,31.27,32.52,31.27,31.78,29.68,29.22,34.24,29.78,25.71,29.04048485,29.13878056
122,GH257,GH257,Coastal Savanna,Gomoa East,Adawukwa,N05-24.994,W000-36.734,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.3,77.8,7,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612486019,5.415355585,6,28-Oct-11,122,24.93,30.06,26.87,28.92,26.47,26.99,27.69,27.31,32.13,30.27,32.46,27.05,32.58,30.8,32.37,29.13,25.71,29.04048485,29.13761543
123,GH258,GH258,Coastal Savanna,Gomoa East,Adawukwa,N05-24.995,W000-36.735,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.4,77.2,1,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612496019,5.415365585,6,28-Oct-11,123,26.04,27.98,31.8,28.81,27.59,28.22,26.43,28.39,28.01,31.38,30.85,32,26.88,27.46,26.82,28.58,25.71,29.04048485,28.9427891
124,GH259,GH259,Coastal Savanna,Gomoa East,Adawukwa,N05-24.996,W000-36.736,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.3,76.3,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612506019,5.415375585,6,28-Oct-11,124,26.61,31.38,26.26,29.4,26.16,29.67,27.43,25.16,25.49,31.43,33.17,28.99,30.36,33.18,31.72,29.09,25.71,29.04048485,29.0810217
125,GH260,GH260,Coastal Savanna,Gomoa East,Adawukwa,N05-24.997,W000-36.737,10/28/2011,28.7,25.71,23.75,28.03,84.92,26.5,76.3,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612516019,5.415385585,6,28-Oct-11,125,31.71,23.83,27.93,27.89,29.36,28.22,27.3,29.28,30.28,26.68,29.67,30.8,32.42,32.61,35.15,29.54,25.71,29.04048485,29.03373634
126,GH261,GH261,Coastal Savanna,Gomoa East,Adawukwa,N05-24.998,W000-36.738,10/28/2011,28.7,25.71,23.75,28.03,84.92,27.2,75.1,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612526019,5.415395585,6,28-Oct-11,126,25.65,27.24,30.04,30.42,24.75,26.54,25.29,30.54,30.54,24.88,31.18,30.56,35,33.27,33.98,29.32,25.71,29.04048485,28.98055996
127,GH262,GH262,Coastal Savanna,Gomoa East,Adawukwa,N05-24.999,W000-36.739,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.4,71.5,0,0,Window Netting,Nylon,R_2,White,No,gambiae,gambiae,negative,coluzzii,Human,-0.612536019,5.415405585,6,28-Oct-11,127,27.8,26.09,25.56,29.74,22.15,28.04,27.02,25.89,35.21,35.15,30.79,30.45,28.7,34.97,35.99,29.57,25.71,29.04048485,29.00902892
128,GH263,GH263,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1000,W000-36.740,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.4,75.1,0,0,Window Netting,Nylon,R_2,White,No,gambiae,gambiae,negative,coluzzii,Human,-0.612346019,5.414925585,6,28-Oct-11,128,27.42,26.89,32.14,27.81,32.1,22.55,28.45,25.58,33.21,30.36,28.11,30,28.19,33.62,32.53,29.26,25.71,29.04048485,29.06597166
129,GH264,GH264,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1001,W000-36.741,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.5,70.7,0,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612356019,5.414935585,6,28-Oct-11,129,24.9,25.84,29.77,30.7,34.05,27.49,28.38,34.42,27.91,30.71,33.62,35.47,30.64,34.73,23.53,30.14,25.71,29.04048485,28.93265137
130,GH265,GH265,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1002,W000-36.742,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.2,70.4,0,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.612366019,5.414945585,6,28-Oct-11,130,27.06,25.34,25.52,28.88,27.43,29.83,29.72,29.59,26.6,26.9,27.89,34.47,30.76,30.37,33.07,28.9,25.71,29.04048485,29.05983517
131,GH266,GH266,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1003,W000-36.743,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.4,70.3,0,0,Window Netting,Nylon,R_2,Blue,No,gambiae,gambiae,negative,coluzzii,Human,-0.612376019,5.414955585,6,28-Oct-11,131,30.74,28.77,29.23,29.79,30.38,28.31,32.05,29.14,30.55,32.55,33.88,28.64,32.74,34.04,32.03,30.86,25.71,29.04048485,29.1200508
132,GH273,GH273,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1004,W000-36.744,10/28/2011,28.7,25.71,23.75,28.03,84.92,29,70.1,0,0,Under Table,Wood,R_1,Normal,Yes,funestus,funestus,negative,funestus,Human,-0.612386019,5.414965585,6,28-Oct-11,132,28.33,24.73,27.61,26.73,28.51,30.39,29.73,28.52,33.88,34.26,28.12,31.28,30.63,27.94,27.34,29.2,25.71,29.04048485,29.05680725
133,GH274,GH274,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1005,W000-36.745,10/28/2011,28.7,25.71,23.75,28.03,84.92,29.1,70.1,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612396019,5.414975585,6,28-Oct-11,133,27.33,30.97,28.89,32.01,32.11,29.9,32.5,30.2,26.17,33.51,28.33,33.6,29.51,32.71,31.2,30.6,25.71,29.04048485,29.12359389
134,GH275,GH275,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1006,W000-36.746,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.9,70.1,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612406019,5.414985585,6,28-Oct-11,134,26.21,24.49,27.91,28.16,29.88,30.29,27.34,29.1,27.15,24.89,32.8,33.48,35.49,35.24,29.88,29.49,25.71,29.04048485,29.05990776
135,GH276,GH276,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1007,W000-36.747,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.9,70.2,0,0,Table cover,Cotton,R_2,Brown,Yes,gambiae,gambiae,negative,coluzzii,undetected,-0.612416019,5.414995585,6,28-Oct-11,135,22.25,27.61,30.72,30.23,29.03,30.32,32.19,27.68,33.28,27.27,30.51,28.63,30.11,36.21,30.44,29.77,25.71,29.04048485,29.14943639
136,GH277,GH277,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1008,W000-36.748,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.8,70.8,0,0,Table cover,Cotton,R_2,Brown,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612426019,5.415005585,6,28-Oct-11,136,29.98,28.66,24.85,27.93,24.17,24.5,30.36,27.96,33.5,30.03,26.23,34.22,33.04,31.93,32.66,29.33,25.71,29.04048485,29.16647245
137,GH278,GH278,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1009,W000-36.749,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.8,70.3,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612436019,5.415015585,6,28-Oct-11,137,23.69,28.79,26.86,27.49,31.16,28.73,26.02,28.17,29.51,31.49,34.36,29.09,32.71,33.08,30.08,29.42,25.71,29.04048485,29.02929727
138,GH279,GH279,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1010,W000-36.750,10/28/2011,28.7,25.71,23.75,28.03,84.92,29.3,68.2,5,0,Wall,Cement,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612446019,5.415025585,6,28-Oct-11,138,29.03,26.64,27.52,30.07,27.68,32.68,29.89,28.23,25.11,28.48,24.67,31.11,29.84,28.6,29.93,28.63,25.71,29.04048485,28.99213548
139,GH280,GH280,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1011,W000-36.751,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.9,70.8,2,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612456019,5.415035585,6,28-Oct-11,139,31.87,27.56,25.71,24.32,25.13,27.56,25.91,27.18,27.72,27.71,29.03,31.21,34.94,27.5,27.98,28.09,25.71,29.04048485,29.15086497
140,GH281,GH281,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1012,W000-36.752,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.7,70.2,1,0,Clothing,Jeans,R_2,Blue,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612466019,5.415045585,6,28-Oct-11,140,23.73,29.7,25.6,29.33,28.04,29.82,31.22,31.61,31.87,30.35,27.02,26.14,28.1,31.19,31.93,29.04,25.71,29.04048485,29.09530584
141,GH282,GH282,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1013,W000-36.753,10/28/2011,28.7,25.71,23.75,28.03,84.92,21.7,71.6,18,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612476019,5.415055585,6,28-Oct-11,141,28.94,23.83,28.08,29.13,28.22,29.07,27.61,29.23,34.27,27.51,29.33,30.48,28.63,31.93,32.85,29.27,25.71,29.04048485,28.87868745
142,GH283,GH283,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1014,W000-36.754,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.8,72.1,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612486019,5.415065585,6,28-Oct-11,142,26.6,25.47,27.8,21.63,31.1,30.08,28.34,27.13,29,34.76,30.93,25.7,33.74,30.9,32.9,29.07,25.71,29.04048485,28.91123538
143,GH284,GH284,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1015,W000-36.755,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.2,72.3,1,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612496019,5.415075585,6,28-Oct-11,143,23.42,28.15,21.94,29.06,25.7,28.06,27.27,30.44,27.51,25.37,29.9,26.03,27.12,29.27,34.4,27.58,25.71,29.04048485,28.87026294
144,GH285,GH285,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1016,W000-36.756,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.5,71.7,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,Human,-0.612506019,5.415085585,6,28-Oct-11,144,23.56,26.29,30.65,22.91,27.18,27.15,26.85,29.86,29.78,31.03,29.31,31.58,32.45,28.25,25.77,28.17,25.71,29.04048485,29.06580916
145,GH286,GH286,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1017,W000-36.757,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.9,71.3,0,0,Roof,Brick tile,R_3,Normal,No,gambiae,gambiae,negative,coluzzii,undetected,-0.612516019,5.415095585,6,28-Oct-11,145,23.35,30.69,28.73,29.77,32.14,28.9,33.05,28.67,29.39,24.95,30.31,31.63,31.38,33.5,31.59,29.87,25.71,29.04048485,29.17523261
146,GH287,GH287,Coastal Savanna,Gomoa East,Adawukwa,N05-24.1018,W000-36.758,10/28/2011,28.7,25.71,23.75,28.03,84.92,28.4,72.6,0,0,Sneaker,Leather,R_4,White,Yes,gambiae,gambiae,negative,coluzzii,Human,-0.612526019,5.415105585,6,28-Oct-11,146,25.94,29,33.99,27.07,31.83,29.23,31.32,29.98,26.83,28.6,31.37,33.17,32.7,33.66,28.28,30.2,25.71,29.04048485,29.04623831
147,GH293,GH293,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.757,W000-06.563,11/3/2011,30.7,25.71,23.24,29.61,83.54,26.6,83.2,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-0.097579996,5.886011428,7,3-Nov-11,147,23.69,27.54,29.79,26.48,31.36,28.27,30.56,26.81,30.48,33.4,28.64,31.72,32.8,30.83,32.99,29.69,25.71,29.04048485,29.2387004
148,GH294,GH294,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.758,W000-06.564,11/3/2011,30.7,25.71,23.24,29.61,83.54,27.4,81.7,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097589996,5.886021428,7,3-Nov-11,148,28.9,23.71,27.04,28.15,32.56,28.8,29.09,28.52,32.42,32.52,25.68,29.17,29.29,35.3,31.71,29.52,25.71,29.04048485,28.95113903
149,GH295,GH295,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.759,W000-06.565,11/3/2011,30.7,25.71,23.24,29.61,83.54,27.4,77.7,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-0.097599996,5.886031428,7,3-Nov-11,149,32.33,27.43,34.92,31.5,29.03,29.72,30.7,26.58,29.07,26.4,28.47,28.86,29.24,31.26,28.92,29.63,25.71,29.04048485,29.14718216
150,GH296,GH296,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.760,W000-06.566,11/3/2011,30.7,25.71,23.24,29.61,83.54,27.9,78.5,0,0,Roof,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097609996,5.886041428,7,3-Nov-11,150,24.11,26.6,35,26.63,27.12,26.84,30.52,26.13,30.56,26.21,26.09,32.76,32.88,33.59,30.6,29.04,25.71,29.04048485,29.06072682
151,GH297,GH297,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.761,W000-06.567,11/3/2011,30.7,25.71,23.24,29.61,83.54,27.9,80,0,0,Roof,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-0.097619996,5.886051428,7,3-Nov-11,151,29.15,27.12,25.17,29.53,29.88,31.49,32.81,28.2,29.65,29.94,32.25,34.32,33.06,29.59,34.92,30.47,25.71,29.04048485,29.00604525
152,GH298,GH298,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.762,W000-06.568,11/3/2011,30.7,25.71,23.24,29.61,83.54,28.1,79.5,0,0,Roof,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097629996,5.886061428,7,3-Nov-11,152,29.1,24.5,29.26,29,31.1,34.07,30.98,29.41,30.16,27.48,35.25,32.74,28.2,32.69,30.2,30.28,25.71,29.04048485,29.09084486
153,GH308,GH308,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.763,W000-06.569,11/3/2011,30.7,25.71,23.24,29.61,83.54,29.7,78,12,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,Human,-0.097639996,5.886071428,7,3-Nov-11,153,28.04,28.58,27.61,25.31,34.39,32.31,28.42,26.79,28.52,30.78,27.93,31.33,27.91,32.82,27.33,29.21,25.71,29.04048485,28.98010373
154,GH309,GH309,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.764,W000-06.570,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.1,77.5,0,0,Roofing beam,Wood,R_1,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097649996,5.886081428,7,3-Nov-11,154,24.79,24.85,28.58,23.95,23.76,27.62,28.39,28.58,31.95,27.41,28.56,30.64,28.3,31.92,34.16,28.23,25.71,29.04048485,29.18363653
155,GH310,GH310,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.765,W000-06.571,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.4,75.7,5,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097659996,5.886091428,7,3-Nov-11,155,26.94,26.82,28.68,23.33,29.2,24.3,27.78,24.56,29.6,25.89,28.59,34.75,30.87,33.87,34.35,28.64,25.71,29.04048485,29.06532131
156,GH311,GH311,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.766,W000-06.572,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.4,75.7,5,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097669996,5.886101428,7,3-Nov-11,156,26.55,28.29,25.06,29.51,30.12,28.86,28.03,27.92,27.82,28.75,32.63,24.76,30.85,30.9,30.04,28.67,25.71,29.04048485,29.11030697
157,GH312,GH312,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.767,W000-06.573,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.5,74.8,11,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097679996,5.886111428,7,3-Nov-11,157,28.6,25.47,28.82,28.09,28.4,30.86,28.34,31.85,30.57,26.83,30.79,33.21,36.55,26.35,35.53,30.02,25.71,29.04048485,28.98085131
158,GH313,GH313,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.768,W000-06.574,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.9,74.1,52,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097689996,5.886121428,7,3-Nov-11,158,26.33,28.78,32.37,32.66,24.75,30.61,31.88,26.21,31.36,32.43,31.9,30.4,32.21,30.4,31.11,30.23,25.71,29.04048485,28.99811826
159,GH326,GH326,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.769,W000-06.575,11/3/2011,30.7,25.71,23.24,29.61,83.54,31.7,72.4,2,0,Wall,Cement,R_3,Blue,No,funestus,funestus,negative,funestus,Human,-0.097699996,5.886131428,7,3-Nov-11,159,29.6,24.17,27.73,29.56,30.33,25.74,23.27,26.11,28.86,28.98,32.58,28.07,30.54,33.06,28.42,28.47,25.71,29.04048485,29.0937626
160,GH328,GH328,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.770,W000-06.576,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.9,67,1,0,Clothing,Velvet,R_2,Brown,No,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097709996,5.886141428,7,3-Nov-11,160,26.32,20.55,27.73,30.23,26.64,26.02,27.21,28.47,22.54,29.71,31.31,32.83,29.62,26.67,30.77,27.78,25.71,29.04048485,29.0334618
161,GH329,GH329,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.771,W000-06.577,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.7,69.8,9,0,Clothing,Velvet,R_2,Red,No,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097719996,5.886151428,7,3-Nov-11,161,29.79,28.5,31.52,31.41,29.76,29.05,28.59,30.3,33.01,33.15,31.8,28.42,29.61,27.06,32.13,30.27,25.71,29.04048485,28.93513507
162,GH334,GH334,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.772,W000-06.578,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.9,67,1,0,Clothing,Velvet,R_2,Brown,Yes,gambiae,gambiae,negative,coluzzii,Human/Goat,-0.097729996,5.886161428,7,3-Nov-11,162,24.69,29.41,30.31,26.96,30.73,30.24,25.8,32.01,27.22,34.31,27.89,31.64,29.4,31.28,32.88,29.65,25.71,29.04048485,29.20783209
163,GH336,GH336,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.773,W000-06.579,11/3/2011,30.7,25.71,23.24,29.61,83.54,36,71.3,0,0,Cobwed,Cobweb,R_1,Normal,Yes,gambiae,gambiae,negative,coluzzii,Human/Goat,-0.097739996,5.886171428,7,3-Nov-11,163,24.17,26.67,24.12,29.41,31.65,30.84,32.85,35.45,28.19,29.67,30.56,31.25,28.25,31.51,32.45,29.8,25.71,29.04048485,28.89732297
164,GH341,GH341,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.774,W000-06.580,11/3/2011,30.7,25.71,23.24,29.61,83.54,29.9,71.4,0,0,Cobwed,Cobweb,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097749996,5.886181428,7,3-Nov-11,164,35.1,28.59,28.68,30.28,24.75,30.71,28.35,30.95,32.97,30.61,29.22,31.15,31.33,34.18,34.51,30.76,25.71,29.04048485,29.0192543
165,GH342,GH342,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.775,W000-06.581,11/3/2011,30.7,25.71,23.24,29.61,83.54,29.4,71.1,2,0,Cobwed,Cobweb,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,Human/Goat,-0.097759996,5.886191428,7,3-Nov-11,165,26.22,24.56,32.14,31.49,31.16,26.37,26.21,30.64,24.43,32.97,27.55,26.31,23.16,31.07,32.07,28.42,25.71,29.04048485,29.12673758
166,GH348,GH348,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.776,W000-06.582,11/3/2011,30.7,25.71,23.24,29.61,83.54,30,77.2,12,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097769996,5.886201428,7,3-Nov-11,166,27.96,27.06,31.56,30.02,26.69,25.54,26.75,33.93,26.35,29.37,27.88,31.2,28.07,32.45,32.77,29.17,25.71,29.04048485,29.02232055
167,GH349,GH349,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.777,W000-06.583,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.4,74.5,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-0.097779996,5.886211428,7,3-Nov-11,167,28.78,22.66,29.14,29.19,25.4,23.84,31.03,28.28,27.22,27.26,32.99,29.61,33.31,31.88,34,28.97,25.71,29.04048485,29.11775535
168,GH350,GH350,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.778,W000-06.584,11/3/2011,30.7,25.71,23.24,29.61,83.54,30.6,72.6,0,0,Roofing beam,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097789996,5.886221428,7,3-Nov-11,168,26.06,30.24,29.88,26.06,31.72,29.95,33.45,28.49,25.85,32.21,27.56,29.09,31.27,33.03,31.11,29.73,25.71,29.04048485,29.16872012
169,GH351,GH351,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.779,W000-06.585,11/3/2011,30.7,25.71,23.24,29.61,83.54,31.1,75.3,0,0,Roof,Aluminium,R_3,Normal,No,gambiae,gambiae,negative,gambiae,undetected,-0.097799996,5.886231428,7,3-Nov-11,169,28.49,31.88,25.22,29.94,31.31,30.73,28.61,29.62,31.72,26.1,29.73,27.93,32.25,33.44,29.59,29.77,25.71,29.04048485,28.7676391
170,GH352,GH352,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.780,W000-06.586,11/3/2011,30.7,25.71,23.24,29.61,83.54,31,71.5,0,0,Under Table,Wood,R_1,Normal,No,gambiae,gambiae,negative,gambiae,Human,-0.097809996,5.886241428,7,3-Nov-11,170,28.13,29.98,28.85,29.38,27.94,29.54,29.18,25.56,32.11,29.2,33.1,28.04,29.47,27.98,30.83,29.29,25.71,29.04048485,29.27714822
171,GH359,GH359,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.781,W000-06.587,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.2,70.2,0,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,undetected,-0.097819996,5.886251428,7,3-Nov-11,171,26.71,27.3,25.81,29.71,30.38,26.15,26.61,24.55,30.26,28.82,31.51,28.75,34.33,29.56,28.28,28.58,25.71,29.04048485,29.06642701
172,GH360,GH360,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.782,W000-06.588,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.5,68.5,0,0,Under Table,Wood,R_1,Normal,Yes,gambiae,gambiae,negative,gambiae,Human,-0.097829996,5.886261428,7,3-Nov-11,172,27.39,27.29,27.01,29.2,26.44,32.53,32.11,33.39,27.97,28.53,32.3,33.83,30.18,33.45,31.63,30.22,25.71,29.04048485,29.05832966
173,GH366,GH366,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.783,W000-06.589,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.5,71.5,5,0,Wall,Cement,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,Human,-0.097839996,5.886271428,7,3-Nov-11,173,27.15,23.69,30.4,27.68,28.17,27.83,30.67,27.61,28.01,23.11,31.52,32.49,32.33,25.96,32.74,28.62,25.71,29.04048485,29.1617912
174,GH367,GH367,Coastal Savanna,Shai Osudoku District,Osorogma,N05-52.784,W000-06.590,11/3/2011,30.7,25.71,23.24,29.61,83.54,32.6,72.6,0,0,Roof,Aluminium,R_3,Smoke tanned,No,gambiae,gambiae,negative,gambiae,Human,-0.097849996,5.886281428,7,3-Nov-11,174,32.4,29.29,25.37,27.98,28.3,33.04,23.26,27.9,27.66,28.37,30.35,31.47,30.94,24.99,28.97,28.69,25.71,29.04048485,29.01694536
